  11:18:37.252  Server initialization script starting...  -  Server - init:12
  11:18:39.800  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:39.801  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:39.854  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:39.854  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:40.021  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:40.021  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:40.081  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:40.082  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:40.296  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:40.297  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:40.366  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:40.366  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:40.397  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:40.398  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:40.483  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:40.484  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:40.516  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:40.517  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:40.549  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:40.550  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:40.611  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:40.613  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:40.649  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:40.649  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:40.716  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:40.716  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:40.759  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:40.760  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:40.836  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:40.837  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:40.872  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:40.873  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:40.911  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:40.912  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:40.975  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:40.976  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:41.030  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:41.031  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:41.068  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:41.070  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:41.127  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:41.129  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:41.165  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:41.165  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:41.222  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:41.222  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:41.279  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:41.280  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:41.337  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:41.338  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:41.357  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:41.357  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:41.401  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:41.401  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:41.431  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:41.432  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:41.453  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:41.453  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:41.536  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:41.537  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:41.633  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:41.635  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:41.660  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:41.661  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:41.706  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:41.707  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:41.779  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:41.781  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:41.811  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:41.811  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:41.823  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:41.824  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:41.837  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:41.837  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:41.855  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:41.856  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:41.874  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:41.874  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:41.890  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:41.890  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:41.907  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:41.907  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:41.926  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:41.928  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:41.952  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:41.953  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:41.976  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:41.976  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.000  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.001  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.024  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.025  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.041  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.042  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.059  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.060  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.075  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.076  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.093  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.094  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.109  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.110  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.128  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.129  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.143  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.143  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.157  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.157  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.170  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.171  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.184  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.185  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.199  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.200  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.218  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.218  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.234  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.234  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.249  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.249  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.262  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.262  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.276  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.277  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.294  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.295  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.310  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.311  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.326  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.327  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.342  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.342  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.355  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.355  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.375  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.375  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.392  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.392  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.407  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.407  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.426  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.426  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.442  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.443  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.457  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.458  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.472  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.473  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.491  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.492  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.506  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.507  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.523  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.524  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.538  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.539  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.556  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.556  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.573  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.573  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.587  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.588  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.606  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.607  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.622  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.623  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.637  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.638  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.655  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.656  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.673  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.674  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.692  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.692  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.705  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.705  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.727  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.728  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.740  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.741  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.763  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.764  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.774  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.775  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.791  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.791  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.810  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.811  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.824  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.824  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.837  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.838  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.856  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.856  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.872  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.873  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.889  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.890  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.905  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.906  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.922  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.922  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.937  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.937  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.955  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.956  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.980  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.981  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:42.997  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:42.998  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:43.016  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:43.016  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:43.037  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:43.038  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:43.054  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:43.054  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:43.076  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:43.076  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:43.088  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:43.089  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:43.109  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:43.110  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:43.125  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:43.126  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:43.144  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:43.145  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:43.160  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:43.160  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:43.180  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:43.180  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:43.198  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:43.199  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:43.219  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:43.220  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:43.241  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:43.242  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:43.259  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:43.259  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:43.278  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:43.278  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:43.296  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:43.297  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:43.316  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:43.317  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:43.338  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:43.338  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:43.360  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:43.362  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:43.379  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:43.380  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:43.399  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:43.400  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
  11:18:43.417  [DEBUG] UpdateCurrentTarget called  -  Client - InteractionSystemModule:139
  11:18:43.418  [DEBUG] Mouse target: nil  -  Client - InteractionSystemModule:141
